文件路径,识别结果,位置,置信度,用时
QQ视频20240414145449.mp4,单核细胞,"[0, 346, 236, 616]",0.7727423906326294,0.10362672805786133
QQ视频20240414145449.mp4,中性粒细胞,"[235, 80, 475, 347]",0.9047134518623352,0.10362672805786133
QQ视频20240414145449.mp4,嗜酸细胞,"[1, 77, 235, 345]",0.9093958139419556,0.10362672805786133
QQ视频20240414145449.mp4,单核细胞,"[607, 92, 639, 350]",0.32636427879333496,0.09317278861999512
QQ视频20240414145449.mp4,单核细胞,"[229, 347, 539, 623]",0.7657647132873535,0.09317278861999512
QQ视频20240414145449.mp4,单核细胞,"[0, 347, 222, 622]",0.7988600134849548,0.09317278861999512
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 78, 221, 345]",0.9116198420524597,0.09317278861999512
QQ视频20240414145449.mp4,中性粒细胞,"[221, 83, 453, 348]",0.9116668701171875,0.09317278861999512
QQ视频20240414145449.mp4,嗜酸细胞,"[590, 92, 639, 400]",0.6152665615081787,0.09502148628234863
QQ视频20240414145449.mp4,单核细胞,"[590, 94, 639, 413]",0.6914021372795105,0.09502148628234863
QQ视频20240414145449.mp4,嗜碱细胞,"[590, 443, 639, 614]",0.7319111227989197,0.09502148628234863
QQ视频20240414145449.mp4,单核细胞,"[252, 347, 509, 621]",0.7731854915618896,0.09502148628234863
QQ视频20240414145449.mp4,单核细胞,"[0, 346, 200, 617]",0.8603516817092896,0.09502148628234863
QQ视频20240414145449.mp4,中性粒细胞,"[199, 81, 437, 347]",0.9068270325660706,0.09502148628234863
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 74, 199, 344]",0.9168234467506409,0.09502148628234863
QQ视频20240414145449.mp4,嗜酸细胞,"[560, 96, 639, 407]",0.7620087265968323,0.09639430046081543
QQ视频20240414145449.mp4,单核细胞,"[218, 347, 477, 621]",0.7688450217247009,0.09639430046081543
QQ视频20240414145449.mp4,单核细胞,"[0, 345, 170, 614]",0.9029286503791809,0.09639430046081543
QQ视频20240414145449.mp4,嗜碱细胞,"[560, 443, 639, 623]",0.9032286405563354,0.09639430046081543
QQ视频20240414145449.mp4,中性粒细胞,"[168, 83, 406, 347]",0.9084650278091431,0.09639430046081543
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 74, 169, 345]",0.9302194118499756,0.09639430046081543
QQ视频20240414145449.mp4,单核细胞,"[141, 347, 438, 620]",0.7606314420700073,0.1001441478729248
QQ视频20240414145449.mp4,单核细胞,"[0, 326, 126, 621]",0.7933222055435181,0.1001441478729248
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 81, 126, 352]",0.8131140470504761,0.1001441478729248
QQ视频20240414145449.mp4,嗜酸细胞,"[516, 99, 639, 403]",0.8209972977638245,0.1001441478729248
QQ视频20240414145449.mp4,中性粒细胞,"[126, 85, 358, 348]",0.905376672744751,0.1001441478729248
QQ视频20240414145449.mp4,嗜碱细胞,"[512, 443, 639, 615]",0.9213026165962219,0.1001441478729248
QQ视频20240414145449.mp4,淋巴细胞,"[0, 78, 67, 355]",0.31726983189582825,0.0913848876953125
QQ视频20240414145449.mp4,淋巴细胞,"[0, 334, 67, 607]",0.3597763478755951,0.0913848876953125
QQ视频20240414145449.mp4,单核细胞,"[0, 334, 68, 612]",0.6426758170127869,0.0913848876953125
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 74, 66, 354]",0.7540230751037598,0.0913848876953125
QQ视频20240414145449.mp4,单核细胞,"[118, 347, 378, 620]",0.7563931941986084,0.0913848876953125
QQ视频20240414145449.mp4,嗜酸细胞,"[458, 97, 639, 404]",0.8720343112945557,0.0913848876953125
QQ视频20240414145449.mp4,中性粒细胞,"[67, 85, 304, 347]",0.9139190316200256,0.0913848876953125
QQ视频20240414145449.mp4,嗜碱细胞,"[457, 443, 640, 616]",0.9370162487030029,0.0913848876953125
QQ视频20240414145449.mp4,单核细胞,"[30, 347, 301, 622]",0.7699173092842102,0.0987098217010498
QQ视频20240414145449.mp4,嗜酸细胞,"[380, 96, 566, 401]",0.8514577746391296,0.0987098217010498
QQ视频20240414145449.mp4,嗜碱细胞,"[380, 443, 604, 615]",0.9248450398445129,0.0987098217010498
QQ视频20240414145449.mp4,中性粒细胞,"[0, 93, 220, 347]",0.9260606169700623,0.0987098217010498
QQ视频20240414145449.mp4,单核细胞,"[0, 347, 194, 625]",0.84525066614151,0.09926581382751465
QQ视频20240414145449.mp4,嗜酸细胞,"[286, 96, 470, 401]",0.8470830321311951,0.09926581382751465
QQ视频20240414145449.mp4,中性粒细胞,"[0, 93, 126, 347]",0.8924586772918701,0.09926581382751465
QQ视频20240414145449.mp4,嗜碱细胞,"[285, 443, 506, 614]",0.924320638179779,0.09926581382751465
QQ视频20240414145449.mp4,单核细胞,"[0, 348, 90, 634]",0.7922263741493225,0.09902191162109375
QQ视频20240414145449.mp4,中性粒细胞,"[542, 463, 639, 633]",0.8503764867782593,0.09902191162109375
QQ视频20240414145449.mp4,嗜酸细胞,"[184, 97, 369, 401]",0.8510069847106934,0.09902191162109375
QQ视频20240414145449.mp4,嗜碱细胞,"[183, 443, 400, 612]",0.9250860214233398,0.09902191162109375
QQ视频20240414145449.mp4,嗜酸细胞,"[139, 98, 325, 401]",0.8637630939483643,0.09337615966796875
QQ视频20240414145449.mp4,中性粒细胞,"[496, 464, 640, 634]",0.8970218896865845,0.09337615966796875
QQ视频20240414145449.mp4,嗜碱细胞,"[138, 443, 358, 613]",0.9257709980010986,0.09337615966796875
QQ视频20240414145449.mp4,嗜碱细胞,"[585, 0, 639, 313]",0.535906970500946,0.10177922248840332
QQ视频20240414145449.mp4,嗜酸细胞,"[75, 99, 260, 401]",0.8627174496650696,0.10177922248840332
QQ视频20240414145449.mp4,中性粒细胞,"[434, 470, 640, 634]",0.90599524974823,0.10177922248840332
QQ视频20240414145449.mp4,嗜碱细胞,"[75, 443, 293, 611]",0.9345521330833435,0.10177922248840332
QQ视频20240414145449.mp4,嗜碱细胞,"[537, 0, 640, 322]",0.829157829284668,0.10133051872253418
QQ视频20240414145449.mp4,嗜酸细胞,"[22, 98, 207, 400]",0.8490546345710754,0.10133051872253418
QQ视频20240414145449.mp4,中性粒细胞,"[379, 470, 640, 634]",0.9109746217727661,0.10133051872253418
QQ视频20240414145449.mp4,嗜碱细胞,"[22, 443, 242, 615]",0.9278068542480469,0.10133051872253418
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 401]",0.663605272769928,0.10050129890441895
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 332]",0.8550834655761719,0.10050129890441895
QQ视频20240414145449.mp4,中性粒细胞,"[356, 471, 638, 634]",0.9076159000396729,0.10050129890441895
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 219, 610]",0.9241132140159607,0.10050129890441895
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 184, 400]",0.7081053256988525,0.09553718566894531
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8639893531799316,0.09553718566894531
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9056335091590881,0.09553718566894531
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 219, 610]",0.9223344922065735,0.09553718566894531
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 184, 400]",0.7082321643829346,0.09750795364379883
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8639894127845764,0.09750795364379883
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9056334495544434,0.09750795364379883
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 219, 610]",0.9222877025604248,0.09750795364379883
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 184, 400]",0.7085899114608765,0.09482955932617188
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8639893531799316,0.09482955932617188
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9056335091590881,0.09482955932617188
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 219, 610]",0.9223290681838989,0.09482955932617188
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 184, 400]",0.7086414098739624,0.0969233512878418
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8639894127845764,0.0969233512878418
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9056335091590881,0.0969233512878418
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 219, 610]",0.9222917556762695,0.0969233512878418
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 184, 400]",0.7081460952758789,0.09563183784484863
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8639892339706421,0.09563183784484863
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9056335091590881,0.09563183784484863
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 219, 610]",0.922321081161499,0.09563183784484863
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 184, 400]",0.7086864709854126,0.0940086841583252
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8639893531799316,0.0940086841583252
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9056335091590881,0.0940086841583252
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 219, 610]",0.9222849011421204,0.0940086841583252
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 184, 400]",0.7078776955604553,0.09688448905944824
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8639895915985107,0.09688448905944824
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9056335091590881,0.09688448905944824
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 219, 610]",0.9223180413246155,0.09688448905944824
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 184, 400]",0.7089113593101501,0.0982053279876709
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8640302419662476,0.0982053279876709
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9056341052055359,0.0982053279876709
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 219, 610]",0.922221302986145,0.0982053279876709
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 184, 400]",0.7093225121498108,0.0997781753540039
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8640056252479553,0.0997781753540039
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.905626118183136,0.0997781753540039
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 219, 610]",0.9224231243133545,0.0997781753540039
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 184, 400]",0.7057351469993591,0.09691596031188965
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.863406240940094,0.09691596031188965
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.905608594417572,0.09691596031188965
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9242203235626221,0.09691596031188965
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 184, 400]",0.7048590779304504,0.09399151802062988
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8636729121208191,0.09399151802062988
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9055489301681519,0.09399151802062988
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9242512583732605,0.09399151802062988
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 184, 400]",0.7083876729011536,0.09269285202026367
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8638835549354553,0.09269285202026367
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9053387641906738,0.09269285202026367
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9243978261947632,0.09269285202026367
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 184, 400]",0.7084873914718628,0.0948019027709961
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.864681601524353,0.0948019027709961
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9054010510444641,0.0948019027709961
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 219, 611]",0.9240610003471375,0.0948019027709961
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.709965169429779,0.09655380249023438
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8616434335708618,0.09655380249023438
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9045899510383606,0.09655380249023438
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9228381514549255,0.09655380249023438
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.7091609239578247,0.09026360511779785
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8616434931755066,0.09026360511779785
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9045899510383606,0.09026360511779785
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9228448271751404,0.09026360511779785
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.709965169429779,0.09584403038024902
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8616434335708618,0.09584403038024902
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9045899510383606,0.09584403038024902
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9228381514549255,0.09584403038024902
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.7091609239578247,0.09465646743774414
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8616434931755066,0.09465646743774414
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9045899510383606,0.09465646743774414
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9228448271751404,0.09465646743774414
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.709965169429779,0.10402274131774902
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8616434335708618,0.10402274131774902
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9045899510383606,0.10402274131774902
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9228381514549255,0.10402274131774902
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.709160566329956,0.09163689613342285
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8616943955421448,0.09163689613342285
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9045899510383606,0.09163689613342285
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9228448271751404,0.09163689613342285
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.7099649310112,0.09424924850463867
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8616943955421448,0.09424924850463867
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9045899510383606,0.09424924850463867
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9228381514549255,0.09424924850463867
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.7088154554367065,0.0904088020324707
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8616943359375,0.0904088020324707
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9045899510383606,0.0904088020324707
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9228460788726807,0.0904088020324707
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.7095779776573181,0.1008293628692627
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8616943955421448,0.1008293628692627
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9045900106430054,0.1008293628692627
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9228374361991882,0.1008293628692627
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.7089167833328247,0.09860754013061523
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8616943359375,0.09860754013061523
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9045899510383606,0.09860754013061523
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9228348731994629,0.09860754013061523
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.7092972993850708,0.09482693672180176
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8617663979530334,0.09482693672180176
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9045899510383606,0.09482693672180176
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9228379726409912,0.09482693672180176
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.7084088325500488,0.09525084495544434
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8617884516716003,0.09525084495544434
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.904589831829071,0.09525084495544434
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9228392839431763,0.09525084495544434
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.7093161344528198,0.09672355651855469
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8617885708808899,0.09672355651855469
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9045900106430054,0.09672355651855469
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9228633046150208,0.09672355651855469
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.7089605331420898,0.09806537628173828
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8617885112762451,0.09806537628173828
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9045899510383606,0.09806537628173828
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9228866696357727,0.09806537628173828
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.7090790867805481,0.09580445289611816
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8619400262832642,0.09580445289611816
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9045870304107666,0.09580445289611816
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9229022264480591,0.09580445289611816
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.7050555348396301,0.09121298789978027
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 330]",0.8625155687332153,0.09121298789978027
QQ视频20240414145449.mp4,中性粒细胞,"[357, 471, 638, 634]",0.9046589136123657,0.09121298789978027
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9227703213691711,0.09121298789978027
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 101, 183, 400]",0.6955720782279968,0.08948040008544922
QQ视频20240414145449.mp4,嗜碱细胞,"[516, 0, 639, 331]",0.8600530028343201,0.08948040008544922
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9054010510444641,0.08948040008544922
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 219, 611]",0.9223738312721252,0.08948040008544922
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 104, 184, 400]",0.7222545742988586,0.10035896301269531
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574965000152588,0.10035896301269531
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9029895663261414,0.10035896301269531
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9215071797370911,0.10035896301269531
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 400]",0.7217698097229004,0.1014244556427002
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574966192245483,0.1014244556427002
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9029895663261414,0.1014244556427002
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.921451210975647,0.1014244556427002
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 400]",0.7221104502677917,0.09202027320861816
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574966192245483,0.09202027320861816
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9029895067214966,0.09202027320861816
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9214990139007568,0.09202027320861816
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 400]",0.7218444347381592,0.09065914154052734
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574966192245483,0.09065914154052734
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9029895663261414,0.09065914154052734
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9214513897895813,0.09065914154052734
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 400]",0.7219284772872925,0.09590673446655273
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574966788291931,0.09590673446655273
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9030454754829407,0.09590673446655273
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9215061664581299,0.09590673446655273
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 104, 184, 400]",0.7222496867179871,0.09502601623535156
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574966192245483,0.09502601623535156
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9030455946922302,0.09502601623535156
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.921451210975647,0.09502601623535156
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 104, 184, 400]",0.7231634855270386,0.09504055976867676
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574966788291931,0.09504055976867676
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9030224680900574,0.09504055976867676
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9215078949928284,0.09504055976867676
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 400]",0.722983717918396,0.0964055061340332
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574966788291931,0.0964055061340332
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9029895663261414,0.0964055061340332
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9214555621147156,0.0964055061340332
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 400]",0.7231164574623108,0.10408306121826172
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574965000152588,0.10408306121826172
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.902988612651825,0.10408306121826172
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9215077757835388,0.10408306121826172
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 400]",0.7235472798347473,0.09665632247924805
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574965000152588,0.09665632247924805
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9029845595359802,0.09665632247924805
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.921455442905426,0.09665632247924805
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 400]",0.7234113812446594,0.09402012825012207
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574966788291931,0.09402012825012207
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9029918313026428,0.09402012825012207
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.921507716178894,0.09402012825012207
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 400]",0.7231914401054382,0.09472918510437012
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574966788291931,0.09472918510437012
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9029918313026428,0.09472918510437012
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9214544296264648,0.09472918510437012
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 400]",0.7235807180404663,0.09128308296203613
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574966192245483,0.09128308296203613
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9029918313026428,0.09128308296203613
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9214962720870972,0.09128308296203613
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 400]",0.7237040400505066,0.09453415870666504
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574966192245483,0.09453415870666504
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9029921293258667,0.09453415870666504
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9214473366737366,0.09453415870666504
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 400]",0.7235281467437744,0.09684872627258301
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574966192245483,0.09684872627258301
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9029912352561951,0.09684872627258301
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9215038418769836,0.09684872627258301
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 400]",0.723228931427002,0.09443140029907227
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8574966788291931,0.09443140029907227
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9029913544654846,0.09443140029907227
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9214562773704529,0.09443140029907227
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 400]",0.7235074639320374,0.09450817108154297
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8575120568275452,0.09450817108154297
QQ视频20240414145449.mp4,中性粒细胞,"[357, 472, 638, 634]",0.9029912352561951,0.09450817108154297
QQ视频20240414145449.mp4,嗜碱细胞,"[0, 443, 220, 611]",0.9215407967567444,0.09450817108154297
QQ视频20240414145449.mp4,嗜酸细胞,"[0, 103, 184, 400]",0.7234950065612793,0.0989527702331543
QQ视频20240414145449.mp4,嗜碱细胞,"[515, 0, 639, 330]",0.8575648069381714,0.0989527702331543
